x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,response
0.0013655930602820916,1.0875791490841095e-7,1.0875257268560104e-7,0.0015582968197677203,1.0866105062133614e-7,2.616963163013171e-7,2.615920331489989e-7,0.0009997749448708766,1.0886876606872871e-7,0.0015801426052110493,0.001000311353293916,0.0017957388282953085,1.0868549028986956e-7,1.0871451626971429e-7,0.001558979691935088,1.0882546948943131e-7,2.6161715943775324e-7,0.001480618813481614,2.6159203343997916e-7,0.0018534068387367438,0.0018534068387367438,1.0901259686055363e-7,0.0013655930602820916,0.00019416204433670748,0.0015582968197677203,2.6162228685050956e-7,2.6157048233104137e-7,0.0014879891233521277,0.0014879891233521277,0.0015037428274836638,0.0013002086353782166,2.6169405044098566e-7,NaN,2.6159073628447975e-7,0.0016952406850302272,1.086831241401795e-7,0.0010002560082911257,0.0017956381916949809,0.0015801008410744458,0.0014102913623786164,0.001502114907820453,0.001411064219182506,0.0019292256002030172,1.0901928258666146e-7,0.0016952406771403132,1.0865160120439816e-7,0.001694877216612723,1.0900585544214007e-7,1.0901690681758695e-7,0.0015569817698320777,0.001653323527368903,1.0879518837241275e-7,0.0015575473921909527,1.0869868869578385e-7,0.001330095685189889,0.001330095685189889,0.0013300843078361828,0.0019342298793968526,0.0015584304816319717,1.0875274546335494e-7,0.0007850643488651304,1.08741770197112e-7,1.0868779092817215e-7,1.0874275061643424e-7,1.0892902642998059e-7,0.0014879891233521277,1.0870971901211674e-7,1.0931552930837818e-7,1.0867050087171313e-7,1.089224098213269e-7,0.0013002086679647301,2.616282810181273e-7,1.0871808162498804e-7,1.0869898059591184e-7,1.0875306826024301e-7,0.0020161912563754496,2.617153699610057e-7,2.6161577734532434e-7,0.0015582968197677203,1.0872867273075272e-7,1.0872727697297405e-7,2.616200734560358e-7,1.0865160120439816e-7,positive
0.001126011313094048,0.0012931318935370415,0.0013092232950790148,0.001282176202629594,0.0016044143621168105,0.0005794968763319791,0.001320091510757534,0.0008255323733263474,0.0009740623639991987,0.0012999561315378393,0.0008266579623389301,0.0014732380214233154,0.001525417916373807,0.0014467146969165702,0.0012822758745447307,0.0010557260065411113,0.0013099363198336156,0.0013807896615666583,0.0013200467277054186,0.0016541204620727362,0.0016541204620727362,0.0007359672031311032,0.001126011313094048,0.00016247647698068923,0.001282176202629594,0.0003621132017021234,0.0012763984205756095,0.0013429706005382168,0.0013429706005382168,0.0012376669975239232,0.0010734126776802536,0.0005791165160474907,3.978328609593918e-7,0.0013465938002604635,0.001391546990140818,0.0015584293252189408,0.000826636739860625,0.0014731943737396895,0.0012999571425327447,0.0011635056770882648,0.0012364779687577666,0.0011638958780761566,0.0015799861109139133,0.0007227453926649523,0.0013915470315112473,0.0016418933062921858,0.0013912515641434982,0.0007288304643568395,0.00037909452180063803,0.001280829056642293,0.0014947654653209438,0.0011913154408535196,0.001281138020709041,0.001480760111672515,0.0012277574967723334,0.0012277574967723334,0.0012277574863170612,0.0015855483924371683,0.0012823912299708916,0.0013348496853746075,0.000651700026403461,0.0013414289653102616,0.0015457887909808767,0.001370232655625128,0.0008392720807051099,0.0013429706005382168,0.0014509185185207993,0.00038094186130056547,0.0015549611123424532,0.0008222058239074968,0.001073412682275146,0.001389276562507676,0.0014912782266097765,0.0015186490974053598,0.0013319522351867047,0.001651643011668487,0.0005830300169671472,0.001309128111926712,0.001282176202629594,0.0013980081721101363,0.0014192536576037047,0.0003572923983480121,0.0016418933062921858,negative
0.0012113069655787369,1.9516852696684575e-7,1.9515899352963618e-7,0.001379971206069437,1.9513851351183614e-7,1.178497899031175e-6,1.0221966071129775e-6,0.0008894137943615793,1.951561805461009e-7,0.0013992857323376902,0.0008902193665823759,0.001587057590761483,1.9513799452082676e-7,1.9516296225659622e-7,0.001380738492446362,1.951495768348794e-7,1.022227941197964e-6,0.0014597343212462998,1.022196608085586e-6,0.0017519631673971285,0.0017519631673971285,1.9515837920529702e-7,0.0012113069655787369,0.0001747597812016835,0.001379971206069437,1.3286196129599393e-6,1.0205340936275169e-6,0.0014181162685989307,0.0014181162685989307,0.0013321937467004519,0.0011545934808004574,1.1784903682361054e-6,NaN,1.02219336792085e-6,0.0014990497339043487,1.9515584353850886e-7,0.0008902066645866709,0.001587035783434086,0.0013992732146825926,0.001252132904310152,0.0013313830363543252,0.0012527276600905355,0.001702436192299929,1.9516204681158525e-7,0.0014990497787236334,0.0018941945744391044,0.0014988734500526269,1.9514528165820927e-7,1.9512034584632612e-7,0.0013807667991410106,0.0015793920375614934,1.951811569072994e-7,0.0013796556369402167,1.951455246136832e-7,0.0012926322272532832,0.0012926322272532832,0.0012926317421221793,0.0017080875173069968,0.0013802375533892,1.9517797308600252e-7,0.0007017682578633006,1.9515838753262407e-7,1.951541406077837e-7,1.951753698414391e-7,1.951612042411879e-7,0.0014181162685989307,1.9515455867634984e-7,1.9505694461320506e-7,1.9513410292976025e-7,1.9514847780056136e-7,0.0011545934887825092,1.0268239413138327e-6,1.951794537269143e-7,1.9515908922369715e-7,1.9517855022791252e-7,0.001779045834677439,1.1784122278353026e-6,1.02222436743413e-6,0.001379971206069437,1.9516569436295578e-7,1.9517430151513056e-7,1.3286107061420004e-6,0.0018941945744391044,undefined
0.001369264431877945,0.0015504521429548833,0.00154121991672316,0.0015653808734608873,0.0019876501511838607,1.6527915448394696e-7,1.7252603214966858e-7,0.0010032445203398673,0.0011364308951585876,0.0015885504891366238,0.0010031809285661712,0.0018003281082121794,0.0018445444292720706,0.0017753240470790043,0.0015665966504267291,0.0012572662325732904,1.7253345210269896e-7,0.0013871945869601825,1.7252603222839362e-7,0.0017074748313539619,0.0017074748313539619,0.0008755783735284317,0.001369264431877945,0.00019370112961491018,0.0015653808734608873,1.652658249622974e-7,1.7252325868829794e-7,0.0013944099695676487,0.0013944099695676487,0.0015113808026659056,0.0013070308387258425,1.652786590490089e-7,6.212315771947138e-8,1.725256788050248e-7,0.0016945038176971255,0.0018924619775723124,0.0010031553505380035,0.0018006370069292028,0.0015883542674999848,0.00141872598591282,0.0015099739729475066,0.0014178725556934172,0.0019338349314742677,0.0008672013813741561,0.0016945037652866084,0.0017924297322325809,0.0016972015193359676,0.0008716068605008915,0.0004263263118866619,0.0015646818092063999,0.0015337854286329032,0.001435705107216956,0.001564296748808867,0.001750378555774255,0.0012147088815698168,0.0012147088815698168,0.0012147184879544096,0.001938206773904119,0.0015663977219461435,0.0016072880273159114,0.0007909731948894225,0.0015845049337986862,0.001900512206194139,0.0016168862991238534,0.0010156935773878639,0.0013944099695676487,0.0017163982413991954,0.0004761037879559292,0.001931152059957488,0.0010056651245624044,0.0013070308085572965,1.72527349591366e-7,0.0018146212691780683,0.001848977341644761,0.0015723052450376924,0.002021226359157134,1.652854071873081e-7,1.725330769194657e-7,0.0015653808734608873,0.001657020187139301,0.001704645397412041,1.6526534661543728e-7,0.0017924297322325809,positive
0.0013778394057702482,0.0014681370872871374,0.0014772064451435468,0.001575733448404114,0.0019501330400824282,2.321294179697621e-7,2.320891970630125e-7,0.0010077511551515542,0.001080256028112523,0.001597992221909907,0.0010103271021635022,0.001813690493956348,0.0017519320553283939,0.001686965713709847,0.0015745394082152253,0.0012247585847975904,2.320976112868955e-7,0.0014437494192298238,2.3208919715675738e-7,0.0017561133169984508,0.0017561133169984508,0.0008254479061793046,0.0013778394057702482,0.00019263040067561276,0.001575733448404114,2.1848470259782454e-7,2.32082318610309e-7,0.0014304903979904702,0.0014304903979904702,0.00152086519377829,0.001315387253037727,2.321286961581036e-7,1.0827711417679665e-7,2.3208877803451402e-7,0.0017124938915975079,0.001853315118031509,0.0010101991046630018,0.0018136712285535248,0.0015979288990888715,0.0014252355138810041,0.001516354425677374,0.0014238357584020044,0.0019436903922735158,0.0007778585051435948,0.0017124939672045973,2.4549039033762197e-6,0.0017118726571639152,0.0008248201087366719,0.0003931603804337612,0.0015734540670352742,0.0015412571793180375,0.0013743362569139071,0.0015739944364996767,0.0017251743205299649,0.0012845593955460664,0.0012845593955460664,0.0012845534403619061,0.001951485148639676,0.0015759580373006887,0.001491101433439851,0.0007934763300082363,0.0014790248550557166,0.0017768249114604715,0.001536322677168171,0.0009602837209878191,0.0014304903979904702,0.0016770867996085158,0.0004524750830496402,0.001813455749473563,0.0009868632538347901,0.0013153873096169826,2.3210066363586257e-7,0.0016879610624398692,0.0017437291294766098,0.001493756487628145,0.0020310848033408555,2.3213670983901778e-7,2.320971639522284e-7,0.001575733448404114,0.0015618182694388724,0.0016251106407072025,2.1848404241456768e-7,2.4549039033762197e-6,positive
0.0014018187521977227,0.0015667662547784896,0.0015590295463685684,0.001599701833275283,0.00199706361107291,3.891334652305948e-8,3.882510203954598e-8,0.0010247617939987664,0.0011350546382124004,0.001622027027886818,0.0010249484118697264,0.0018372159385213337,0.0018184080159762877,0.0017636135259461766,0.0015987696930715506,0.0011991268594272243,3.882678378367506e-8,0.0014610557671708557,3.882510205578913e-8,0.0017715595504709577,0.0017715595504709577,0.0009001626353338129,0.0014018187521977227,0.00020020011322097552,0.001599701833275283,3.8985437307054756e-8,3.882536543557799e-8,0.0013911370443269557,0.0013911370443269557,0.0015429107664020193,0.0013353469411259897,3.8913234130513114e-8,1.3414258321728715e-7,3.882503332522129e-8,0.0017363150534546157,0.0019268213679907423,0.0010248971175322399,0.001837245678932611,0.0016220043461402005,0.0014485491460256724,0.0015430140036493786,0.0014505688984495831,0.0019744010343192156,0.000888925844035429,0.0017363151260082572,1.162375303950813e-6,0.001735341454841119,0.0008777891458084052,0.0004362905857869013,0.001600508651677292,0.0015770426307974142,0.001417666194472697,0.0016000093983592667,0.0017596244111215949,0.001268671980234161,0.001268671980234161,0.0012686665433923635,0.0019807389685072042,0.0015997731440911328,0.001618931900584599,0.0008106942255529212,0.0016059244502309594,0.0018837972249490526,0.0016518346841991284,0.0010312509994669906,0.0013911370443269557,0.0017554973979545833,0.0004755448373274086,0.001894889667768476,0.0010497139449640726,0.0013353469458904622,3.882322246676536e-8,0.0017919827263923748,0.0018314933638250842,0.0016194619959817274,0.0020646297129977673,3.891566506807841e-8,3.882670825865318e-8,0.001599701833275283,0.0016925538413105356,0.0017341408612546148,3.898533171105734e-8,1.162375303950813e-6,positive
0.0011563691775967218,0.0011159688109194266,0.0011241681143674554,0.00131928147687938,0.0013841503253539983,2.1410643413498516e-6,2.182986670911052e-6,0.0008450586009994077,0.0008617787367467184,0.001334903561269806,0.0008456178789771796,0.0015180775720547216,0.0013076727668957357,0.001254136390438131,0.0013200380864681095,0.0009149005285551232,2.1829822901867255e-6,0.0014328308679310239,2.1829866727623534e-6,0.0017144500160086117,0.0017144500160086117,0.0005984923118590624,0.0011563691775967218,0.00016339371796687203,0.00131928147687938,2.367370943994209e-6,2.1815983663714144e-6,0.0013921282430157198,0.0013921282430157198,0.001273946110960433,0.0011018237681106467,2.141046459830354e-6,2.2541431131419358e-7,2.182979363650653e-6,0.0014309340005063118,0.0013403935082815788,0.0008455695274487051,0.0015159442691453447,0.0013348720588000117,0.0011951161822679412,0.0012725090010202184,0.0011958767657605806,0.0016267512190260539,0.0005793191437320018,0.0014309340331297151,0.0013297381571524827,0.001430196061843502,0.0005880317589305295,0.00030248029532652283,0.0013181536790921405,0.0015478769328603338,0.0010705605968434166,0.0013187834966738442,0.0012230114468936805,0.0012720464984367196,0.0012720464984367196,0.0012720464892557897,0.0016313348769877256,0.0013193334431260545,0.0011453099578388685,0.0006667577796762114,0.0011239318094996525,0.0013969535457010903,0.0011755781668845457,0.0006664402213296586,0.0013921282430157198,0.0012392960354174363,0.000317254646941355,0.0014026104893383577,0.0006983282349240086,0.0011018237812192883,2.186815753073167e-6,0.0013310590095230164,0.001293041896563468,0.0011465089371758444,0.0017009498106531611,2.140606055565878e-6,2.182974376855841e-6,0.00131928147687938,0.0011956743899069022,0.0012328869922623336,2.367349600420799e-6,0.0013297381571524827,positive
0.0015415104408888734,0.001808793573029105,0.0017796034648169942,0.0017524904297900432,0.002296974683259288,0.0007143192938490533,0.0017463900035834998,0.0011249469430129216,0.0013696904326982377,0.001776795168752145,0.0011250622571795457,0.002024366311533382,0.0021248666417759718,0.002046875545517481,0.0017540027288362055,0.0014660903307844313,0.001746393926004242,0.0019151680240474518,0.001746390012897813,0.002297550049581846,0.002297550049581846,0.0010118846867749312,0.0015415104408888734,0.000210949900751449,0.0017524904297900432,0.0004413511019309062,0.001689846418375977,0.0018621721806358275,0.0018621721806358275,0.0016910870344137843,0.001468587726188275,0.0007385335674816343,3.2957691754752835e-7,0.001728656157662713,0.001909312460343523,0.0022043471062619486,0.0011249815498639174,0.002023856155115758,0.0017767084901635618,0.0015945747075184224,0.0016875697833818723,0.0015937657435326131,0.00217191236982708,0.0009880520724747579,0.001909312580373742,0.0024685413392453934,0.0019073466865579696,0.001009171237149072,0.0005046202606833057,0.0017507160821260254,0.0020706538222861537,0.001658430448258286,0.001750311444075434,0.002043011557961705,0.0017012926462071053,0.0017012926462071053,0.0017012926614207056,0.0021804344700087274,0.0017527417076337642,0.0018709917420850829,0.0008759110852798608,0.0018473737089113908,0.0021831626997354326,0.0019162806175131307,0.0012172373249796724,0.0018621721806358275,0.0020286528275191783,0.0005508556846081274,0.002198948840322355,0.0012042002825625065,0.001468588005532508,0.0018282110086899493,0.002064055542408196,0.002128251379340386,0.0018707374434138108,0.0022729635522726293,0.0007302576474376292,0.0017250395916943832,0.0017524904297900432,0.0019627441729666447,0.0020068471067386006,0.0004471800216477643,0.0024685413392453934,positive
0.001237782595194538,5.460092559092882e-8,5.459775332755861e-8,0.0014115716649348695,5.458699970658037e-8,5.167775324966366e-7,4.6408413496262533e-7,0.0009080529958170691,5.460019105735298e-8,0.0014310368197692949,0.0009077699650747905,0.00162224353670156,5.458843814847471e-8,5.4597507566824954e-8,0.0014118062349438628,5.4596382085602265e-8,4.6410361925199477e-7,0.0015389931925923375,4.640841353592963e-7,0.0018397617304003334,0.0018397617304003334,5.460420772447768e-8,0.001237782595194538,0.00017802964158751915,0.0014115716649348695,6.209249636461287e-7,4.6347545000619057e-7,0.001495769834659501,0.001495769834659501,0.0013623425456836613,0.0011798339344155158,5.167746260317604e-7,NaN,4.6408269270947335e-7,0.0015331862211127084,5.459376968461171e-8,0.0009077384884758638,0.0016222212545037517,0.0014310277277265883,0.0012798892715276907,0.0013607785033860355,0.001278950761519837,0.001740544550366615,5.460801273006153e-8,0.0015331862443542978,0.00175441697639346,0.0015330606098142147,5.460018324562214e-8,5.46011782190437e-8,0.0014107499108605573,0.001663060849981448,5.46062110814459e-8,0.0014101364199444644,5.4591536026631657e-8,0.0013680798493320677,0.0013680798493320677,0.001368079848658674,0.0017457470656586725,0.0014115973282423583,5.460395944763386e-8,0.000716568430019962,5.459743792661572e-8,5.45935296517521e-8,5.460300302088626e-8,5.460414334833807e-8,0.001495769834659501,5.459466159461238e-8,5.4588486741738693e-8,5.458628729930488e-8,5.460019480738945e-8,0.0011798339053373868,4.657633042962898e-7,5.4603040990499036e-8,5.459564869616248e-8,5.4604151681500537e-8,0.0018158236249949903,5.167658423633988e-7,4.641020902541363e-7,0.0014115716649348695,5.459905985816684e-8,5.4601891777812584e-8,6.209213627295451e-7,0.00175441697639346,undefined
0.0013089224646233534,3.915091692937588e-8,3.9149212328552305e-8,0.0014931943174199816,3.914309540066361e-8,2.047895712504586e-7,2.014725485683449e-7,0.0009594363382470795,3.915066154091238e-8,0.0015136146952388254,0.0009600997263188378,0.0017196073314805155,3.914403540883553e-8,3.9148977418952526e-8,0.0014932033629274375,3.914847986090479e-8,2.0147970572112874e-7,0.0016309426109601633,2.01472548660368e-7,0.0019530604505528279,0.0019530604505528279,3.9152889804055284e-8,0.0013089224646233534,0.00018839558881238551,0.0014931943174199816,2.0475843179525577e-7,2.0146557005906685e-7,0.0015848922573271716,0.0015848922573271716,0.0014419056853313432,0.0012472000146936642,2.0478878754738116e-7,NaN,2.0147213719778565e-7,0.00162330971143603,3.9146852052108864e-8,0.0009601373753811861,0.0017195995572263766,0.0015135743855567833,0.0013530774953648718,0.0014411216753225046,0.0013532753835066099,0.001844518387948559,3.915535593777748e-8,0.0016233097689583684,1.4566948764872437e-7,0.0016219909888800785,3.915077944059256e-8,3.9151334741085714e-8,0.0014933106710300528,0.0017648429980730608,3.915382771691152e-8,0.0014937076310758395,3.9145762831547175e-8,0.001449296158180513,0.001449296158180513,0.0014492961852181916,0.0018519528845730936,0.0014941573101548355,3.915257189361149e-8,0.0007574790008698314,3.914906559414882e-8,3.914675370945597e-8,3.915207526609263e-8,3.9152972865200194e-8,0.0015848922573271716,3.91474377690174e-8,3.914625209290255e-8,3.914278880517065e-8,3.915089618935997e-8,0.0012472000225643193,2.014844215812508e-7,3.9151983320291986e-8,3.9147935794317226e-8,3.91526752168099e-8,0.0019269308321057076,2.047924200060458e-7,2.0147926483773084e-7,0.0014931943174199816,3.914986796516431e-8,3.915140963825101e-8,2.0475765696298613e-7,1.4566948764872437e-7,undefined
0.001200502837054087,0.0014719766100046926,0.0014761310157676564,0.0013729910208184273,0.0018520456648393924,8.569701112840337e-8,8.568369894837201e-8,0.0008817512828166174,0.0011328507276677053,0.0013920126578308503,0.0008821418782095809,0.0015814690184866452,0.0017232153737312985,0.0016445055703197733,0.0013737314719268236,0.0012274257753241112,8.568696596383933e-8,1.0237300619540923e-6,8.568369898231527e-8,1.0369256087191031e-6,1.0369256087191031e-6,0.0008653314714237095,0.001200502837054087,0.00017158199866942788,0.0013729910208184273,8.568773541237186e-8,8.56811320968004e-8,1.0214227217861648e-6,1.0214227217861648e-6,0.0013249164558280203,0.0011480531895054853,8.569675857162209e-8,4.559424307245703e-8,8.568354721055431e-8,0.001491653833131005,0.0017885749946815672,0.0008833807789297742,0.0015806778137625866,0.0013941357589473044,0.001243931343355367,0.001323232822916548,0.0012427910116446712,0.0016988128283000792,0.0008647845881947303,0.0014916539544496364,2.3943731769556285e-7,0.0014929893807383331,0.0008625432285915421,0.0004479079388443114,0.0013725512641701134,1.0296686486044925e-6,0.0013771667954901611,0.0013745205760583446,0.0016796527889998882,1.0143198156488255e-6,1.0143198156488255e-6,1.0143198148764102e-6,0.0017034236934785586,0.001373267201611527,0.0015164724480092125,0.0006944457217740283,0.0015140593335250863,0.0017597363904877036,0.001557900810942335,0.0010135309321725294,1.0214227217861648e-6,0.0016474749369938134,0.0005148517638927972,0.0017902175118693227,0.00101114073044888,0.0011480531901658217,8.568808631157989e-8,0.0016761103424078458,0.00171475109397784,0.0015215014270714066,0.0017747652936102247,8.570053463071397e-8,8.568680431771033e-8,0.0013729910208184273,0.0015931328392168708,0.0016177430895889145,8.568749145275465e-8,2.3943731769556285e-7,positive
0.0013652540881771212,3.0192544606103497e-7,3.0191078361077144e-7,0.0015626350899097996,3.018784723245404e-7,2.021509389984352e-8,2.3189255370198147e-8,0.0010020454595248318,3.019071372640194e-7,0.00158432395748262,0.0010036193377920806,0.0018031041327148006,3.0187801216238833e-7,3.0191656918643083e-7,0.001563298122415303,3.0189664991655237e-7,2.3190214196211374e-8,0.0016901475197582203,2.3189255379021325e-8,0.002032992562180754,0.002032992562180754,3.0191117393621514e-7,0.0013652540881771212,0.00019333699792282652,0.0015626350899097996,2.0214034219191374e-8,2.3188618817150684e-8,0.0016416655892177122,0.0016416655892177122,0.001507638866296873,0.0013032708478051792,2.0215040530924724e-8,4.683338318246939e-8,2.318921592774005e-8,0.00169933459526833,3.0190533674902796e-7,0.0010035767517523754,0.0018053116535822699,0.0015842890265448948,0.0014163231327559108,0.0015063504733027764,0.0014171095142525366,0.001935610013816125,3.019173710983589e-7,0.0016993347203641833,1.7990157954463708e-7,0.0016983587029666266,3.018911000955484e-7,3.018545749300403e-7,0.0015638187741443142,0.001832237265673832,3.0194509242963974e-7,0.001561843692048261,3.018897149091235e-7,0.0015022870322905168,0.0015022870322905168,0.0015022869586654747,0.0019432597177816235,0.0015627400689770202,3.0193995556704087e-7,0.0007866158190967267,3.019098337862915e-7,3.0190278579095996e-7,3.0193593816532013e-7,3.019153338504752e-7,0.0016416655892177122,3.019036328728836e-7,3.0175891767934696e-7,3.0187184633400866e-7,3.018958221520184e-7,0.0013032708651858264,2.3190303829526786e-8,3.0194194477834834e-7,3.019104951980453e-7,3.0194084323737643e-7,0.0020257210389602884,2.021627515298015e-8,2.319017234941359e-8,0.0015626350899097996,3.0192090157656075e-7,3.019341372822595e-7,2.021398400355714e-8,1.7990157954463708e-7,positive
